Wall time,Step,Value
1714866352.2013786,2048,1.0993702411651611
1714866496.3173456,4096,1.0958058834075928
1714866639.2093205,6144,1.0909998416900635
1714866780.6331446,8192,1.0977091789245605
1714866922.1931505,10240,1.096283197402954
1714867064.4412005,12288,1.0927586555480957
1714867206.5492227,14336,1.096231460571289
1714867348.2869208,16384,1.094132423400879
1714867490.9845397,18432,1.0904604196548462
1714867633.743083,20480,1.0935722589492798
1714867776.2560246,22528,1.0919044017791748
1714867917.978276,24576,1.0948383808135986
1714868058.479245,26624,1.0946826934814453
1714868201.7277555,28672,1.092626929283142
1714868343.9325342,30720,1.0967189073562622
1714868484.893141,32768,1.096675157546997
1714868628.7420008,34816,1.0967921018600464
1714868771.9173906,36864,1.0956218242645264
1714868915.8670442,38912,1.0961614847183228
1714869062.454457,40960,1.0919723510742188
1714869204.003779,43008,1.0926966667175293
1714869345.973234,45056,1.0982493162155151
1714869489.965208,47104,1.093163013458252
1714869634.132151,49152,1.0965979099273682
1714869774.0547931,51200,1.10023033618927
1714869919.750646,53248,1.0914708375930786
1714870065.6117113,55296,1.0919194221496582
1714870207.8211257,57344,1.0919551849365234
1714870352.7742863,59392,1.089352011680603
1714870496.424326,61440,1.0930417776107788
1714870639.048705,63488,1.0957294702529907
1714870780.3666434,65536,1.0912411212921143
1714870922.5132675,67584,1.0965677499771118
1714871066.0663583,69632,1.0906931161880493
1714871209.9518473,71680,1.0923724174499512
1714871351.9979825,73728,1.0911459922790527
1714871490.641166,75776,1.0957494974136353
1714871633.5182953,77824,1.0966724157333374
1714871775.8411338,79872,1.0931284427642822
1714871919.6381462,81920,1.0952509641647339
1714872060.8089774,83968,1.094091773033142
1714872201.1790462,86016,1.0925838947296143
1714872344.541833,88064,1.0943721532821655
1714872488.184691,90112,1.0950875282287598
1714872630.1392179,92160,1.0933103561401367
1714872772.3072138,94208,1.099269986152649
1714872913.4150255,96256,1.0954493284225464
1714873054.8409243,98304,1.096139907836914
1714873195.855074,100352,1.0918611288070679
1714873339.9229069,102400,1.1002793312072754
1714873483.7523706,104448,1.0923141241073608
1714873625.0813935,106496,1.0959062576293945
1714873766.7674303,108544,1.0941047668457031
1714873912.8811414,110592,1.093055009841919
1714874054.840055,112640,1.093284010887146
1714874197.171089,114688,1.098469614982605
1714874338.8272586,116736,1.094807505607605
1714874483.2049146,118784,1.0927348136901855
1714874626.43158,120832,1.0945942401885986
1714874767.7897084,122880,1.0910781621932983
1714874908.2445033,124928,1.0947844982147217
1714875052.574829,126976,1.0923097133636475
1714875197.3255465,129024,1.0909405946731567
1714875340.5498781,131072,1.0935076475143433
1714875484.9054651,133120,1.0910440683364868
1714875629.2790658,135168,1.090160608291626
1714875774.5073445,137216,1.0945332050323486
1714875917.3046954,139264,1.0965394973754883
1714876059.9990187,141312,1.093794345855713
1714876200.8084903,143360,1.0947211980819702
1714876343.9622746,145408,1.0918025970458984
1714876484.9499662,147456,1.093648076057434
1714876628.3626363,149504,1.0965931415557861
1714876768.9517934,151552,1.0939466953277588
1714876912.6070569,153600,1.094136357307434
1714877052.048592,155648,1.0912364721298218
1714877192.8532732,157696,1.0917226076126099
1714877333.7366166,159744,1.0932456254959106
1714877475.7133408,161792,1.098533272743225
1714877618.4828389,163840,1.093954086303711
1714877762.4199727,165888,1.0943702459335327
1714877906.761636,167936,1.0943442583084106
1714878051.4585605,169984,1.0952894687652588
1714878194.9748516,172032,1.0977004766464233
