Wall time,Step,Value
1714800360.495784,2048,1.0886108875274658
1714800499.937787,4096,1.0891926288604736
1714800642.1379926,6144,1.0961512327194214
1714800785.0691094,8192,1.0924912691116333
1714800927.4734483,10240,1.0919945240020752
1714801068.8786457,12288,1.097264289855957
1714801211.8137014,14336,1.0947664976119995
1714801352.5874236,16384,1.09061598777771
1714801494.6011925,18432,1.0928329229354858
1714801639.1080146,20480,1.0892328023910522
1714801779.678525,22528,1.0932871103286743
1714801920.605211,24576,1.0948771238327026
1714802064.3376584,26624,1.0896246433258057
1714802203.7565958,28672,1.0889641046524048
1714802346.9862432,30720,1.0919610261917114
1714802489.2994866,32768,1.091444969177246
1714802630.395675,34816,1.0851995944976807
1714802771.8837898,36864,1.0960880517959595
1714802912.9552484,38912,1.092879295349121
1714803058.4753013,40960,1.0893702507019043
1714803197.644487,43008,1.095920205116272
1714803343.953232,45056,1.0938626527786255
1714803484.1131146,47104,1.0922080278396606
1714803627.8100626,49152,1.090126872062683
1714803769.593983,51200,1.088262677192688
1714803913.7723377,53248,1.0887742042541504
1714804056.0652714,55296,1.0875099897384644
1714804200.8983629,57344,1.0887988805770874
1714804342.5853217,59392,1.0913492441177368
1714804483.2166374,61440,1.0925270318984985
1714804626.2002745,63488,1.0912468433380127
1714804765.5825572,65536,1.0932745933532715
1714804910.4189453,67584,1.0906494855880737
1714805054.8016264,69632,1.091147780418396
1714805197.4962835,71680,1.0962402820587158
1714805336.649352,73728,1.0858234167099
1714805479.900846,75776,1.094909906387329
1714805621.8723977,77824,1.0902183055877686
1714805766.6267154,79872,1.0912871360778809
1714805908.8485022,81920,1.0910526514053345
1714806050.170702,83968,1.0899003744125366
1714806193.9937093,86016,1.0934025049209595
1714806334.7260056,88064,1.09307062625885
1714806477.298923,90112,1.0892850160598755
1714806618.072404,92160,1.0880823135375977
1714806761.2857406,94208,1.089373230934143
1714806909.7564523,96256,1.0915908813476562
1714807050.9441075,98304,1.0942325592041016
1714807193.588473,100352,1.0919437408447266
1714807336.5517855,102400,1.0954234600067139
1714807479.4541893,104448,1.0907528400421143
1714807619.5518053,106496,1.089563250541687
1714807763.2319436,108544,1.092092514038086
1714807909.233642,110592,1.0925400257110596
1714808051.86597,112640,1.0911705493927002
1714808192.5462546,114688,1.0893275737762451
1714808334.8671885,116736,1.090147614479065
1714808477.0845516,118784,1.090572476387024
1714808620.495136,120832,1.096137523651123
1714808763.0994034,122880,1.0911259651184082
1714808901.538266,124928,1.0897701978683472
1714809044.7327366,126976,1.0902228355407715
1714809184.9877722,129024,1.0943553447723389
1714809331.2570028,131072,1.090207815170288
1714809469.1339147,133120,1.0902559757232666
1714809613.3458128,135168,1.0919805765151978
1714809757.3874516,137216,1.094320297241211
1714809900.6860633,139264,1.0885292291641235
1714810044.1868055,141312,1.0915578603744507
1714810187.6448371,143360,1.089921236038208
1714810329.6383798,145408,1.0904735326766968
1714810471.2082403,147456,1.089257001876831
1714810613.9112904,149504,1.092089295387268
1714810758.0954194,151552,1.0912452936172485
1714810899.6024046,153600,1.0926400423049927
1714811039.69602,155648,1.0947166681289673
1714811183.9718375,157696,1.0930017232894897
1714811327.0965188,159744,1.091429591178894
1714811468.8931308,161792,1.0912526845932007
1714811612.3402085,163840,1.0894858837127686
1714811750.6113567,165888,1.0868319272994995
1714811891.8926964,167936,1.0915887355804443
1714812035.8094327,169984,1.0893062353134155
1714812178.5779235,172032,1.0892386436462402
1714812318.2997925,174080,1.09192955493927
1714812459.8292947,176128,1.0937085151672363
1714812605.4471428,178176,1.095841884613037
1714812748.671608,180224,1.0916166305541992
1714812892.0342069,182272,1.0904823541641235
1714813032.1038308,184320,1.0949726104736328
1714813176.7753184,186368,1.0941537618637085
1714813319.9401248,188416,1.0910372734069824
1714813460.7431529,190464,1.092056155204773
1714813607.532663,192512,1.0923923254013062
1714813750.2839568,194560,1.0905174016952515
1714813893.139329,196608,1.0991902351379395
1714814036.6242712,198656,1.0924633741378784
1714814177.0773613,200704,1.0912964344024658
1714814321.5947163,202752,1.0906388759613037
1714814465.0899491,204800,1.0922141075134277
1714814607.632247,206848,1.0889568328857422
1714814752.2558212,208896,1.0895812511444092
1714814893.9751046,210944,1.09098219871521
1714815034.208772,212992,1.093123435974121
1714815177.8853996,215040,1.0908223390579224
1714815323.850454,217088,1.0933886766433716
1714815468.0729918,219136,1.092901587486267
1714815608.9106734,221184,1.0902570486068726
1714815752.2921858,223232,1.0923181772232056
1714815894.4481523,225280,1.090009093284607
1714816035.0546627,227328,1.0918596982955933
1714816176.247922,229376,1.08946692943573
1714816317.6594388,231424,1.087897539138794
1714816459.381728,233472,1.0905097723007202
1714816601.550566,235520,1.0939196348190308
1714816746.8157036,237568,1.0921460390090942
1714816887.8710117,239616,1.0896220207214355
1714817028.5640824,241664,1.0956943035125732
1714817172.3226514,243712,1.0916996002197266
1714817313.9900246,245760,1.08818519115448
1714817456.5578792,247808,1.0900905132293701
1714817599.6234078,249856,1.093438744544983
1714817741.7216704,251904,1.0931957960128784
1714817883.9138038,253952,1.0940752029418945
1714818027.2769542,256000,1.0923534631729126
1714818170.5096505,258048,1.0954363346099854
1714818311.8358808,260096,1.0949976444244385
1714818454.2661924,262144,1.0900774002075195
1714818595.0550525,264192,1.092590570449829
1714818738.0710535,266240,1.0871909856796265
1714818879.7622302,268288,1.0949389934539795
1714819023.1525369,270336,1.0931217670440674
1714819165.2186038,272384,1.0939052104949951
1714819312.2962458,274432,1.0926153659820557
1714819455.398402,276480,1.0876643657684326
1714819597.663677,278528,1.0924352407455444
1714819740.168187,280576,1.0913848876953125
1714819882.9452572,282624,1.094336748123169
1714820025.2828813,284672,1.0952423810958862
1714820167.1315238,286720,1.093449592590332
1714820307.6954515,288768,1.0931264162063599
1714820451.2357917,290816,1.0901528596878052
1714820592.3389904,292864,1.093810796737671
1714820735.6211045,294912,1.0934642553329468
1714820880.6834574,296960,1.0933345556259155
1714821020.6583626,299008,1.0892438888549805
1714821163.0142157,301056,1.0914978981018066
1714821303.775527,303104,1.09546959400177
1714821449.2019758,305152,1.0930317640304565
1714821591.3549147,307200,1.087646245956421
1714821734.3357968,309248,1.0907219648361206
1714821876.3168647,311296,1.0919976234436035
1714822020.7658708,313344,1.0929526090621948
1714822162.1915288,315392,1.0931998491287231
1714822305.5414343,317440,1.087609052658081
1714822447.1374218,319488,1.0923277139663696
1714822589.4856837,321536,1.0869516134262085
1714822730.9429822,323584,1.093673586845398
1714822870.6360173,325632,1.0928099155426025
1714823013.5431275,327680,1.0950942039489746
1714823154.447187,329728,1.0911585092544556
1714823295.427455,331776,1.0908887386322021
1714823438.388384,333824,1.0892177820205688
1714823580.4690702,335872,1.0974106788635254
1714823721.742097,337920,1.0929443836212158
1714823866.969757,339968,1.0879733562469482
1714824009.6248727,342016,1.0909671783447266
1714824154.207057,344064,1.0905885696411133
1714824293.846733,346112,1.095237374305725
1714824434.929828,348160,1.0941871404647827
1714824577.8080935,350208,1.0907869338989258
1714824721.2279532,352256,1.0955541133880615
1714824861.4097197,354304,1.0936503410339355
1714825005.3272686,356352,1.0897600650787354
1714825146.1552196,358400,1.092697262763977
1714825290.4275382,360448,1.0899560451507568
1714825433.1192522,362496,1.0910687446594238
1714825573.4261107,364544,1.0932703018188477
1714825719.4826708,366592,1.092259168624878
1714825864.8042684,368640,1.0910104513168335
1714826007.4780207,370688,1.0995078086853027
1714826147.6517594,372736,1.0970492362976074
1714826287.297456,374784,1.089834451675415
1714826429.3815825,376832,1.0900404453277588
1714826569.7362416,378880,1.094048261642456
1714826711.8302689,380928,1.0929957628250122
1714826854.7848482,382976,1.0933279991149902
1714826997.6297536,385024,1.0949333906173706
