Wall time,Step,Value
1714665350.0449023,2048,-4710.10498046875
1714665421.490863,4096,-4603.16162109375
1714665496.7031786,6144,-4423.2607421875
1714665575.463734,8192,-4666.30322265625
1714665654.5800724,10240,-4692.3251953125
1714665739.642643,12288,-4685.3349609375
1714665820.2011538,14336,-4525.28076171875
1714665901.717629,16384,-4397.193359375
1714665982.9574816,18432,-4120.1591796875
1714666063.3848054,20480,-4199.18896484375
1714666145.9821827,22528,-4184.1796875
1714666226.9860165,24576,-3899.1181640625
1714666308.6294699,26624,-3637.076416015625
1714666387.70854,28672,-3230.03173828125
1714666467.146595,30720,-3168.041748046875
1714666546.5205393,32768,-2897.99755859375
1714666628.5706894,34816,-2967.985595703125
1714666708.6682405,36864,-3303.050537109375
1714666787.7874482,38912,-3103.017822265625
1714666864.2463462,40960,-2470.926025390625
1714666945.5103524,43008,-2464.975830078125
1714667023.2663217,45056,-2403.999267578125
1714667100.2189465,47104,-2257.960205078125
1714667178.2899017,49152,-2162.924072265625
1714667256.0022619,51200,-1988.9344482421875
1714667333.6233726,53248,-1775.9100341796875
1714667410.390015,55296,-1620.9266357421875
1714667485.684596,57344,-1666.911865234375
1714667564.0307477,59392,-1355.9261474609375
1714667640.3834326,61440,-1507.9237060546875
1714667716.160647,63488,-1294.9154052734375
1714667792.3580728,65536,-1554.9227294921875
1714667868.515739,67584,-1259.9112548828125
1714667944.8021219,69632,-1354.914306640625
1714668022.5634112,71680,-1056.9176025390625
1714668099.0800729,73728,-1031.9151611328125
1714668176.0430455,75776,-974.9151000976562
1714668253.771156,77824,-1004.9089965820312
1714668330.1934316,79872,-941.9135131835938
1714668407.1828969,81920,-876.9105834960938
1714668485.3171346,83968,-865.9112548828125
1714668563.3828945,86016,-785.9100952148438
1714668648.3025277,88064,-769.925048828125
1714668730.5246878,90112,-662.91357421875
1714668813.2880166,92160,-670.9136352539062
1714668893.11134,94208,-592.9154052734375
1714668975.7854216,96256,-559.9102172851562
1714669058.1569257,98304,-564.9115600585938
1714669143.0543902,100352,-600.9163818359375
1714669228.625559,102400,-434.911376953125
1714669309.9266915,104448,-446.9114990234375
1714669389.2614532,106496,-367.9114990234375
1714669467.622102,108544,-320.91363525390625
1714669544.5026703,110592,-359.91473388671875
1714669621.3073242,112640,-278.9132995605469
1714669697.879748,114688,-268.9127502441406
1714669776.5889993,116736,-235.91148376464844
1714669853.9188406,118784,-234.90878295898438
1714669930.500104,120832,-204.91429138183594
1714670006.1349113,122880,-198.91310119628906
